mysql> use axp2333;
No connection. Trying to reconnect...
Connection id:    83
Current database: *** NONE ***

Database changed
mysql> SELECT * FROM SCOUTING;
+------------+--------+-------+------------+---------------------+---------+-----------+----------+----------------------+----------------+------------------+-----------------+------------------------+---------------+--------------------+
| gameId     | playId | nflId | pff_role   | pff_positionLinedUp | pff_hit | pff_hurry | pff_sack | pff_beatenByDefender | pff_hitAllowed | pff_hurryAllowed | pff_sackAllowed | pff_nflIdBlockedPlayer | pff_blockType | pff_backFieldBlock |
| 2021090900 |    137 | 46081 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | SW            | 0                  |
| 2021090900 |    137 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 46206 | Pass Route | SRiWR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 47788 | Coverage   | SCBiL               | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 47822 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PP            | 0                  |
| 2021090900 |    137 | 52425 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 52453 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    137 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PP            | 0                  |
| 2021090900 |    137 | 53461 | Pass Rush  | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 35441 | Pass Rush  | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 35454 | Pass Rush  | REO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | PP            | 0                  |
| 2021090900 |    187 | 38588 | Pass Rush  | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 41915 | Coverage   | SCBiL               | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 42347 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | CL            | 0                  |
| 2021090900 |    187 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 45532 | Pass Route | SRoWR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 46081 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PP            | 0                  |
| 2021090900 |    187 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 46150 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 46206 | Pass Route | SRiWR               | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 47788 | Coverage   | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 47822 | Coverage   | SCBiL               | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PP            | 0                  |
| 2021090900 |    187 | 47877 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 47882 | Coverage   | SSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 52425 | Pass Route | HB-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 52453 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    187 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | CL            | 0                  |
| 2021090900 |    282 | 34777 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 35454 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 34777                  | CL            | 0                  |
| 2021090900 |    282 | 38588 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 40074 | Pass Rush  | LE                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 41915 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 42347 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 42560 | Pass Rush  | NLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 40074                  | PA            | 0                  |
| 2021090900 |    282 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 45532 | Pass Block | TE-oR               | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46132                  | PP            | 0                  |
| 2021090900 |    282 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 34777                  | PA            | 0                  |
| 2021090900 |    282 | 46132 | Pass Rush  | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 46206 | Pass Block | TE-iR               | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41915                  | PA            | 0                  |
| 2021090900 |    282 | 47788 | Coverage   | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 47822 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 40074                  | PA            | 0                  |
| 2021090900 |    282 | 47882 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 47911 | Pass Route | HB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 52425 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 52453 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    282 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 42560                  | PA            | 0                  |
| 2021090900 |    349 | 35441 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 35454 | Pass Rush  | MLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 37082 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46081                  | PP            | 0                  |
| 2021090900 |    349 | 38588 | Pass Rush  | LILB                | 1       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 41915 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 42347 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 42654 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35441                  | PP            | 0                  |
| 2021090900 |    349 | 43293 | Pass Block | HB-L                | NA      | NA        | NA       | 0                    | 1              | 0                | 0               | 38588                  | PU            | 1                  |
| 2021090900 |    349 | 43424 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 46081 | Pass Rush  | REO                 | 0       | 1         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 46119 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | CL            | 0                  |
| 2021090900 |    349 | 46132 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 46150 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 46206 | Pass Route | TE-R                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41915                  | CH            | 0                  |
| 2021090900 |    349 | 47788 | Coverage   | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 47822 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 47873 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41915                  | PP            | 0                  |
| 2021090900 |    349 | 47877 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 52425 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 52453 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    349 | 52554 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 35454                  | PP            | 0                  |
| 2021090900 |    349 | 53461 | Coverage   | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 35481 | Pass Route | TE-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 35634 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53504                  | PP            | 0                  |
| 2021090900 |    410 | 41233 | Pass Route | SLWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 41263 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53441                  | PP            | 0                  |
| 2021090900 |    410 | 42403 | Pass Rush  | RE                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 42403                  | PP            | 0                  |
| 2021090900 |    410 | 43306 | Coverage   | LILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 44896 | Pass Route | SRWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 44904 | Coverage   | SCBL                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 44955 | Pass Rush  | LE                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 44962 | Coverage   | FS                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 46107 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44955                  | PP            | 0                  |
| 2021090900 |    410 | 47996 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | PP            | 0                  |
| 2021090900 |    410 | 52459 | Coverage   | SCBR                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 53441 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    410 | 53504 | Pass Rush  | NT                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 35481 | Pass Route | TE-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 35634 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | NA                     | NB            | 0                  |
| 2021090900 |    434 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 41263 | Pass Rush  | LOLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 42403                  | PP            | 0                  |
| 2021090900 |    434 | 42403 | Pass Rush  | ROLB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53504                  | PP            | 0                  |
| 2021090900 |    434 | 43306 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 44816 | Pass Block | HB-L                | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53441                  | PU            | 1                  |
| 2021090900 |    434 | 44896 | Pass Route | SRWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 44904 | Coverage   | SCBL                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 44955 | Pass Rush  | LE                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 44962 | Coverage   | FSL                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44955                  | PP            | 0                  |
| 2021090900 |    434 | 47996 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | PP            | 0                  |
| 2021090900 |    434 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 53441 | Pass Rush  | RLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    434 | 53504 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 35481 | Pass Route | TE-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 35634 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | CL            | 0                  |
| 2021090900 |    456 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 41263 | Pass Rush  | LEO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 42403                  | PP            | 0                  |
| 2021090900 |    456 | 42403 | Pass Rush  | REO                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 42404 | Pass Block | LG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 53504                  | PP            | 0                  |
| 2021090900 |    456 | 43306 | Coverage   | LLB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 43478 | Coverage   | LCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 44816 | Pass Route | HB-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 44896 | Pass Route | SRWR                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 44904 | Coverage   | SCBL                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 44955 | Pass Rush  | DLT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 44962 | Coverage   | SSL                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 46163 | Pass Block | RG                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 44955                  | PP            | 0                  |
| 2021090900 |    456 | 47996 | Coverage   | FSR                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 52421 | Pass Block | RT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41263                  | PP            | 0                  |
| 2021090900 |    456 | 52459 | Coverage   | RCB                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 53441 | Coverage   | RILB                | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    456 | 53504 | Pass Rush  | DRT                 | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 25511 | Pass       | QB                  | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 35481 | Pass Route | TE-R                | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 35634 | Pass Route | RWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 40151 | Pass Block | C                   | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 41363                  | CL            | 0                  |
| 2021090900 |    480 | 41233 | Pass Route | LWR                 | NA      | NA        | NA       | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 41363 | Pass Rush  | LE                  | 0       | 0         | 0        | NA                   | NA             | NA               | NA              | NA                     | NA            | NA                 |
| 2021090900 |    480 | 42377 | Pass Block | LT                  | NA      | NA        | NA       | 0                    | 0              | 0                | 0               | 46185                  | PP            | 0                  |
