mysql> SELECT * FROM TRACKING;
+------------+--------+-------+---------+---------------------+--------------+----------+---------------+--------+-------+-------+-------+------+--------+--------+-----------------------+
| gameId     | playId | nflId | frameId | time                | jerseyNumber | team     | playDirection | x      | y     | s     | a     | dis  | o      | dir    | event                 |
| 2021090900 |     97 | 35481 |      11 | 2021-09-10 00:26:32 | 87           | TB       | right         |  42.39 | 29.89 |  2.82 |  2.09 | 0.26 | 72.68  | 38.19  | None                  |
| 2021090900 |     97 | 35481 |      12 | 2021-09-10 00:26:32 | 87           | TB       | right         |  42.57 | 30.13 |  3.07 |  1.96 | 0.29 | 66.34  | 34.75  | None                  |
| 2021090900 |     97 | 35481 |      13 | 2021-09-10 00:26:32 | 87           | TB       | right         |  42.74 | 30.40 |  3.27 |  1.96 | 0.32 | 56.5   | 30.48  | None                  |
| 2021090900 |     97 | 35481 |      14 | 2021-09-10 00:26:32 | 87           | TB       | right         |  42.90 | 30.69 |  3.50 |  2.20 | 0.34 | 45.23  | 26.39  | None                  |
| 2021090900 |     97 | 35481 |      15 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.04 | 31.01 |  3.53 |  2.06 | 0.35 | 24.29  | 21.29  | None                  |
| 2021090900 |     97 | 35481 |      16 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.16 | 31.35 |  3.60 |  1.79 | 0.36 | 19.14  | 18.46  | None                  |
| 2021090900 |     97 | 35481 |      17 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.29 | 31.71 |  3.87 |  1.29 | 0.39 | 8.45   | 18.84  | None                  |
| 2021090900 |     97 | 35481 |      18 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.42 | 32.10 |  4.11 |  1.19 | 0.41 | 6.52   | 17.35  | None                  |
| 2021090900 |     97 | 35481 |      19 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.54 | 32.51 |  4.24 |  0.94 | 0.42 | 7.65   | 16.03  | None                  |
| 2021090900 |     97 | 35481 |      20 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.64 | 32.95 |  4.47 |  1.14 | 0.45 | 14.52  | 13.21  | None                  |
| 2021090900 |     97 | 35481 |      21 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.74 | 33.41 |  4.67 |  1.08 | 0.47 | 13.3   | 12.15  | None                  |
| 2021090900 |     97 | 35481 |      22 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.84 | 33.89 |  4.87 |  1.34 | 0.49 | 6.26   | 11.53  | None                  |
| 2021090900 |     97 | 35481 |      23 | 2021-09-10 00:26:33 | 87           | TB       | right         |  43.96 | 34.39 |  5.16 |  1.41 | 0.52 | 9.51   | 12.25  | None                  |
| 2021090900 |     97 | 35481 |      24 | 2021-09-10 00:26:33 | 87           | TB       | right         |  44.07 | 34.91 |  5.38 |  1.13 | 0.54 | 13.58  | 12.37  | None                  |
| 2021090900 |     97 | 35481 |      25 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.20 | 35.47 |  5.64 |  1.02 | 0.57 | 8.41   | 12.91  | None                  |
| 2021090900 |     97 | 35481 |      26 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.35 | 36.06 |  5.96 |  1.22 | 0.61 | 2.99   | 13.7   | None                  |
| 2021090900 |     97 | 35481 |      27 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.50 | 36.65 |  6.07 |  0.77 | 0.60 | 359.99 | 14.21  | None                  |
| 2021090900 |     97 | 35481 |      28 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.63 | 37.25 |  6.20 |  0.72 | 0.62 | 14.51  | 12.92  | None                  |
| 2021090900 |     97 | 35481 |      29 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.77 | 37.87 |  6.34 |  0.46 | 0.63 | 24.5   | 12.72  | None                  |
| 2021090900 |     97 | 35481 |      30 | 2021-09-10 00:26:34 | 87           | TB       | right         |  44.90 | 38.50 |  6.45 |  0.43 | 0.65 | 33.03  | 11.98  | None                  |
| 2021090900 |     97 | 35481 |      31 | 2021-09-10 00:26:34 | 87           | TB       | right         |  45.04 | 39.15 |  6.60 |  0.32 | 0.66 | 41.52  | 12.01  | None                  |
| 2021090900 |     97 | 35481 |      32 | 2021-09-10 00:26:34 | 87           | TB       | right         |  45.20 | 39.79 |  6.54 |  0.57 | 0.66 | 55.25  | 13.72  | None                  |
| 2021090900 |     97 | 35481 |      33 | 2021-09-10 00:26:34 | 87           | TB       | right         |  45.35 | 40.43 |  6.56 |  0.75 | 0.66 | 65.65  | 13.8   | None                  |
| 2021090900 |     97 | 35481 |      34 | 2021-09-10 00:26:34 | 87           | TB       | right         |  45.52 | 41.07 |  6.50 |  1.19 | 0.66 | 74.66  | 14.99  | None                  |
| 2021090900 |     97 | 35481 |      35 | 2021-09-10 00:26:35 | 87           | TB       | right         |  45.71 | 41.68 |  6.36 |  1.76 | 0.64 | 80.99  | 17.01  | None                  |
| 2021090900 |     97 | 35481 |      36 | 2021-09-10 00:26:35 | 87           | TB       | right         |  45.92 | 42.30 |  6.39 |  1.79 | 0.65 | 86.06  | 18.66  | None                  |
| 2021090900 |     97 | 35481 |      37 | 2021-09-10 00:26:35 | 87           | TB       | right         |  46.13 | 42.90 |  6.34 |  1.77 | 0.64 | 91.04  | 19.94  | None                  |
| 2021090900 |     97 | 35481 |      38 | 2021-09-10 00:26:35 | 87           | TB       | right         |  46.36 | 43.50 |  6.34 |  1.69 | 0.64 | 93.12  | 21.55  | autoevent_passforward |
| 2021090900 |     97 | 35481 |      39 | 2021-09-10 00:26:35 | 87           | TB       | right         |  46.60 | 44.10 |  6.35 |  1.51 | 0.64 | 93.12  | 22.74  | None                  |
| 2021090900 |     97 | 35481 |      40 | 2021-09-10 00:26:35 | 87           | TB       | right         |  46.88 | 44.67 |  6.25 |  2.09 | 0.63 | 91.58  | 26.24  | pass_forward          |
| 2021090900 |     97 | 35481 |      41 | 2021-09-10 00:26:35 | 87           | TB       | right         |  47.17 | 45.20 |  6.07 |  2.58 | 0.61 | 92.86  | 29.32  | None                  |
| 2021090900 |     97 | 35481 |      42 | 2021-09-10 00:26:35 | 87           | TB       | right         |  47.49 | 45.71 |  5.90 |  2.92 | 0.60 | 94.65  | 32.59  | None                  |
| 2021090900 |     97 | 35481 |      43 | 2021-09-10 00:26:35 | 87           | TB       | right         |  47.82 | 46.17 |  5.64 |  3.44 | 0.57 | 94.65  | 36.64  | None                  |
| 2021090900 |     97 | 35634 |       1 | 2021-09-10 00:26:31 | 81           | TB       | right         |  40.99 | 36.74 |  0.00 |  0.00 | 0.00 | 113.75 | 325.69 | None                  |
| 2021090900 |     97 | 35634 |       2 | 2021-09-10 00:26:31 | 81           | TB       | right         |  40.99 | 36.73 |  0.00 |  0.00 | 0.01 | 113.75 | 330.28 | None                  |
| 2021090900 |     97 | 35634 |       3 | 2021-09-10 00:26:31 | 81           | TB       | right         |  40.99 | 36.74 |  0.00 |  0.00 | 0.00 | 113.75 | 336.22 | None                  |
| 2021090900 |     97 | 35634 |       4 | 2021-09-10 00:26:31 | 81           | TB       | right         |  40.99 | 36.74 |  0.02 |  0.32 | 0.00 | 113.75 | 52.07  | None                  |
| 2021090900 |     97 | 35634 |       5 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.01 | 36.75 |  0.16 |  1.34 | 0.02 | 113.75 | 51.22  | None                  |
| 2021090900 |     97 | 35634 |       6 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.04 | 36.77 |  0.48 |  2.61 | 0.04 | 113.75 | 54.53  | ball_snap             |
| 2021090900 |     97 | 35634 |       7 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.10 | 36.82 |  0.92 |  3.92 | 0.08 | 111.77 | 52.35  | None                  |
| 2021090900 |     97 | 35634 |       8 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.20 | 36.90 |  1.49 |  5.17 | 0.12 | 109.27 | 52.5   | None                  |
| 2021090900 |     97 | 35634 |       9 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.36 | 37.02 |  2.15 |  5.11 | 0.20 | 108.27 | 51.18  | None                  |
| 2021090900 |     97 | 35634 |      10 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.54 | 37.18 |  2.63 |  4.41 | 0.24 | 106.34 | 49.19  | None                  |
| 2021090900 |     97 | 35634 |      11 | 2021-09-10 00:26:32 | 81           | TB       | right         |  41.77 | 37.38 |  3.14 |  4.02 | 0.30 | 102.33 | 49.2   | None                  |
| 2021090900 |     97 | 35634 |      12 | 2021-09-10 00:26:32 | 81           | TB       | right         |  42.02 | 37.59 |  3.50 |  3.19 | 0.33 | 100.34 | 48.79  | None                  |
| 2021090900 |     97 | 35634 |      13 | 2021-09-10 00:26:32 | 81           | TB       | right         |  42.34 | 37.87 |  4.04 |  2.98 | 0.42 | 101.72 | 48.83  | None                  |
| 2021090900 |     97 | 35634 |      14 | 2021-09-10 00:26:32 | 81           | TB       | right         |  42.65 | 38.16 |  4.35 |  2.43 | 0.42 | 103.08 | 47.87  | None                  |
| 2021090900 |     97 | 35634 |      15 | 2021-09-10 00:26:33 | 81           | TB       | right         |  43.02 | 38.47 |  4.79 |  2.42 | 0.49 | 106.84 | 48.5   | None                  |
| 2021090900 |     97 | 35634 |      16 | 2021-09-10 00:26:33 | 81           | TB       | right         |  43.45 | 38.80 |  5.37 |  3.38 | 0.55 | 113.66 | 51.12  | None                  |
| 2021090900 |     97 | 35634 |      17 | 2021-09-10 00:26:33 | 81           | TB       | right         |  43.89 | 39.14 |  5.67 |  2.71 | 0.55 | 108.37 | 52.2   | None                  |
| 2021090900 |     97 | 35634 |      18 | 2021-09-10 00:26:33 | 81           | TB       | right         |  44.35 | 39.50 |  5.98 |  2.73 | 0.58 | 111.44 | 52.66  | None                  |
| 2021090900 |     97 | 35634 |      19 | 2021-09-10 00:26:33 | 81           | TB       | right         |  44.85 | 39.86 |  6.42 |  3.15 | 0.62 | 102.84 | 55.89  | None                  |
| 2021090900 |     97 | 35634 |      20 | 2021-09-10 00:26:33 | 81           | TB       | right         |  45.41 | 40.21 |  6.71 |  2.86 | 0.66 | 112.28 | 58.57  | None                  |
| 2021090900 |     97 | 35634 |      21 | 2021-09-10 00:26:33 | 81           | TB       | right         |  46.00 | 40.55 |  6.94 |  2.56 | 0.69 | 120.07 | 61.1   | None                  |
| 2021090900 |     97 | 35634 |      22 | 2021-09-10 00:26:33 | 81           | TB       | right         |  46.63 | 40.87 |  7.04 |  2.47 | 0.70 | 124.82 | 64.08  | None                  |
| 2021090900 |     97 | 35634 |      23 | 2021-09-10 00:26:33 | 81           | TB       | right         |  47.29 | 41.14 |  7.19 |  2.85 | 0.72 | 89.82  | 68.19  | None                  |
| 2021090900 |     97 | 35634 |      24 | 2021-09-10 00:26:33 | 81           | TB       | right         |  47.95 | 41.39 |  7.15 |  2.51 | 0.71 | 70.67  | 70.09  | None                  |
| 2021090900 |     97 | 35634 |      25 | 2021-09-10 00:26:34 | 81           | TB       | right         |  48.63 | 41.62 |  7.11 |  2.33 | 0.71 | 66.17  | 72     | None                  |
| 2021090900 |     97 | 35634 |      26 | 2021-09-10 00:26:34 | 81           | TB       | right         |  49.26 | 41.82 |  6.74 |  2.75 | 0.66 | 39.64  | 74     | None                  |
| 2021090900 |     97 | 35634 |      27 | 2021-09-10 00:26:34 | 81           | TB       | right         |  49.84 | 41.96 |  6.18 |  3.64 | 0.60 | 21.37  | 76.28  | None                  |
| 2021090900 |     97 | 35634 |      28 | 2021-09-10 00:26:34 | 81           | TB       | right         |  50.47 | 42.13 |  6.07 |  3.21 | 0.64 | 2.51   | 76.94  | None                  |
| 2021090900 |     97 | 35634 |      29 | 2021-09-10 00:26:34 | 81           | TB       | right         |  51.02 | 42.27 |  5.62 |  3.44 | 0.57 | 6.02   | 76.75  | None                  |
| 2021090900 |     97 | 35634 |      30 | 2021-09-10 00:26:34 | 81           | TB       | right         |  51.54 | 42.40 |  5.22 |  3.61 | 0.54 | 359.08 | 76.41  | None                  |
| 2021090900 |     97 | 35634 |      31 | 2021-09-10 00:26:34 | 81           | TB       | right         |  52.04 | 42.50 |  4.86 |  3.78 | 0.51 | 334.98 | 78.61  | None                  |
| 2021090900 |     97 | 35634 |      32 | 2021-09-10 00:26:34 | 81           | TB       | right         |  52.50 | 42.55 |  4.38 |  4.76 | 0.47 | 4.94   | 85.3   | None                  |
| 2021090900 |     97 | 35634 |      33 | 2021-09-10 00:26:34 | 81           | TB       | right         |  52.92 | 42.56 |  3.95 |  4.81 | 0.41 | 356.14 | 91.26  | None                  |
| 2021090900 |     97 | 35634 |      34 | 2021-09-10 00:26:34 | 81           | TB       | right         |  53.29 | 42.53 |  3.47 |  4.98 | 0.37 | 4.83   | 98.03  | None                  |
| 2021090900 |     97 | 35634 |      35 | 2021-09-10 00:26:35 | 81           | TB       | right         |  53.60 | 42.45 |  3.22 |  5.59 | 0.33 | 50.82  | 111.13 | None                  |
| 2021090900 |     97 | 35634 |      36 | 2021-09-10 00:26:35 | 81           | TB       | right         |  53.88 | 42.29 |  3.19 |  5.79 | 0.32 | 26.14  | 127.26 | None                  |
| 2021090900 |     97 | 35634 |      37 | 2021-09-10 00:26:35 | 81           | TB       | right         |  54.12 | 42.07 |  3.24 |  4.99 | 0.32 | 3.97   | 136.44 | None                  |
| 2021090900 |     97 | 35634 |      38 | 2021-09-10 00:26:35 | 81           | TB       | right         |  54.32 | 41.83 |  3.27 |  4.17 | 0.32 | 21.61  | 144.2  | autoevent_passforward |
| 2021090900 |     97 | 35634 |      39 | 2021-09-10 00:26:35 | 81           | TB       | right         |  54.53 | 41.53 |  3.66 |  3.56 | 0.36 | 64.06  | 148.95 | None                  |
| 2021090900 |     97 | 35634 |      40 | 2021-09-10 00:26:35 | 81           | TB       | right         |  54.72 | 41.19 |  3.95 |  2.95 | 0.39 | 102.11 | 152.99 | pass_forward          |
| 2021090900 |     97 | 35634 |      41 | 2021-09-10 00:26:35 | 81           | TB       | right         |  54.89 | 40.81 |  4.19 |  2.49 | 0.41 | 121.92 | 156.56 | None                  |
| 2021090900 |     97 | 35634 |      42 | 2021-09-10 00:26:35 | 81           | TB       | right         |  55.05 | 40.40 |  4.43 |  2.11 | 0.44 | 137.22 | 159.47 | None                  |
| 2021090900 |     97 | 35634 |      43 | 2021-09-10 00:26:35 | 81           | TB       | right         |  55.21 | 39.97 |  4.66 |  1.86 | 0.46 | 134.7  | 160.93 | None                  |
| 2021090900 |     97 | 39985 |       1 | 2021-09-10 00:26:31 | 25           | TB       | right         |  37.54 | 22.26 |  0.11 |  0.07 | 0.02 | 91.78  | 132.28 | None                  |
| 2021090900 |     97 | 39985 |       2 | 2021-09-10 00:26:31 | 25           | TB       | right         |  37.55 | 22.25 |  0.11 |  0.07 | 0.01 | 90.81  | 138.19 | None                  |
| 2021090900 |     97 | 39985 |       3 | 2021-09-10 00:26:31 | 25           | TB       | right         |  37.53 | 22.22 |  0.12 |  0.07 | 0.03 | 87.4   | 163.85 | None                  |
| 2021090900 |     97 | 39985 |       4 | 2021-09-10 00:26:31 | 25           | TB       | right         |  37.54 | 22.24 |  0.06 |  0.06 | 0.02 | 89.98  | 139.31 | None                  |
| 2021090900 |     97 | 39985 |       5 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.56 | 22.26 |  0.05 |  0.05 | 0.02 | 91.23  | 95.9   | None                  |
| 2021090900 |     97 | 39985 |       6 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.55 | 22.27 |  0.04 |  0.04 | 0.01 | 91.23  | 73.76  | ball_snap             |
| 2021090900 |     97 | 39985 |       7 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.59 | 22.31 |  0.09 |  0.06 | 0.06 | 86.07  | 49.94  | None                  |
| 2021090900 |     97 | 39985 |       8 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.60 | 22.33 |  0.10 |  0.06 | 0.02 | 85.47  | 46.46  | None                  |
| 2021090900 |     97 | 39985 |       9 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.61 | 22.35 |  0.11 |  0.14 | 0.02 | 71.35  | 41.29  | None                  |
| 2021090900 |     97 | 39985 |      10 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.65 | 22.38 |  0.21 |  0.65 | 0.05 | 72.59  | 43.62  | None                  |
| 2021090900 |     97 | 39985 |      11 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.67 | 22.41 |  0.32 |  0.97 | 0.03 | 71.97  | 36.67  | None                  |
| 2021090900 |     97 | 39985 |      12 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.69 | 22.44 |  0.41 |  1.06 | 0.04 | 72.63  | 35.3   | None                  |
| 2021090900 |     97 | 39985 |      13 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.71 | 22.47 |  0.44 |  0.67 | 0.04 | 75.66  | 36.61  | None                  |
| 2021090900 |     97 | 39985 |      14 | 2021-09-10 00:26:32 | 25           | TB       | right         |  37.73 | 22.49 |  0.35 |  0.10 | 0.03 | 87.08  | 39.76  | None                  |
| 2021090900 |     97 | 39985 |      15 | 2021-09-10 00:26:33 | 25           | TB       | right         |  37.75 | 22.52 |  0.36 |  0.07 | 0.04 | 96.26  | 39.05  | None                  |
| 2021090900 |     97 | 39985 |      16 | 2021-09-10 00:26:33 | 25           | TB       | right         |  37.78 | 22.54 |  0.33 |  0.26 | 0.03 | 102.05 | 45.18  | None                  |
